id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
4068,Android App Development: Mobile App Development & Java,Easy Learn,"Android App Development & Java Programming: Mobile App Development & Design, Build Android Apps, Android 5 & Lollipop",4,All Levels,1214.955,5849.955
3754,"Modern JavaScript: Building Real-World, Real-Time Apps","3D BUZZ Programming and Digital Art training, Nelson LaQuet",A project-based course using the latest features and techniques from JavaScript,13,Intermediate,1034.955,2159.955
3374,iOS 13 & Swift 5:  Chat App With Firestore | MVVM,Stephan Dowless,Real Time Chat App with Cloud Firestore & Swift 5,9,Intermediate,1214.955,5849.955
4365,Java for beginners: Step-by-step hands-on guide to Java,"TetraNoodle Team, Manuj Aggarwal",Learn Java - one of more popular programming languages in the world. Super charge your career today as a programmer.,6,Beginner,1034.955,3059.955
4981,Learn PHP and MySQL Development From Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",A Complete Step by Step Course for Learning PHP and MySQL,4,All Levels,1439.955,0
77,JavaScript - The Complete Guide 2023 (Beginner + Advanced),"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2023.,52,All Levels,1439.955,6299.955
2428,"Build Solutions with Power Apps, Power Automate & SharePoint",Henry Habib,"Create enterprise applications with the Power Platform (PowerApps, Power Automate, and SharePoint), and master PL-900",22,All Levels,1034.955,5399.955
3398,Augmented Reality apps with ARKit and SceneKit on iOS,Romain Derrien,"Build real world apps on iOS using ARKit, SceneKit and SpriteKit - includes all source codes and 3D design files",11,All Levels,1214.955,2789.955
209,The Complete Android 12 & Kotlin Development Masterclass,"Denis Panjuta, Tutorials.eu by Denis Panjuta","Learn Android 12 App Development From Beginner to Advanced Developer. Build Apps like Trello, 7Min Workout, Weather App",47,All Levels,1439.955,6299.955
568,R Level 1 - Data Analytics with R,R-Tutorials Training,Use R for Data Analytics and Data Mining,8,Beginner,1034.955,5399.955
3208,Programming with Python,Zak Ruvalcaba,"Python is a powerful and versatile programming language used in a variety of applications including web, desktop, & more",18,All Levels,899.955,1034.955
3162,Complete C# Programming: Beginner to Advanced with C# OOP,Oak Academy,"Learn C# with hands-on projects, dive in C# OOP advanced step by step guide to classes, interfaces and C# OOP examples",17,All Levels,1439.955,6299.955
4670,Bitbucket Complete: Learn Git with Bitbucket Cloud-Hands On,Mahesha K,Step By Step guide to Learn Git with Bitbucket Cloud and GIT GUI for Beginners and Intermediate - 2022,2,Intermediate,1214.955,3284.955
3899,Python Game Development™: Build 5 Professional Games,Sachin Kafle,"Make games like Solitaire, Space Shooter, Chain Reaction, Pac-man and many more using Python programming Language!",33,All Levels,1214.955,5849.955
2225,Build a Idle Clicker Business Sim: Unity C# Game Development,Odoo Class Videos,Learn Unity and C# Design Patterns by building a fun Idle Business Game Similar to ADVenture Capitalist!,13,All Levels,1214.955,6299.955
2494,Javascript ES6! A Complete Reference Guide to Javascript ES6,Abhay Talreja,"Master Javascript's ES6 syntax and start using ES6 syntax in your modern Angular JS, React JS, Meteor JS or Vue JS apps!",6,Intermediate,1034.955,5399.955
471,The Ultimate 2022 Fullstack Web Development Bootcamp,"Kane Ezki, Kalob Taulien, Radek Wilk","Become a fullstack web developer (and get a job) by taking this ONE course, even if you've never coded before.",40,All Levels,1439.955,6299.955
4982,"Data Stream Development via Spark, Kafka and Spring Boot",Packt Publishing,Handle high volumes of data at high speed. Architect and implement an end-to-end data streaming pipeline,8,Beginner,3509.955,0
2617,Ruby For Programmers,Huw Collingbourne,The essentials of Ruby programming – without the waffle!,2,Intermediate,1034.955,2339.955
2630,The Complete Javascript Course for Developers,"Tim Buchalka's Learn Programming Academy, Charles E. Brown",Learn JavaScript Quickly. This JavaScript Class Will Teach You JavaScript Fundamentals And Is Beginner Friendly,11,Beginner,1439.955,2789.955
4345,"Build E-commerce website with PHP, MySQL, jQuery and PayPal",Sebastian Sulinski,"Learn how to build a fully functional E-commerce website with Object Oriented PHP, MySQL, jQuery and PayPal.",15,All Levels,1034.955,0
2757,SQL for Developers and Analysts with MS SQL Server,Biz Nigatu,Guide for beginners to intermediate using real life examples,3,Beginner,1214.955,0
3784,Ultimate Expert Guide: Mastering PostgreSQL Administration,"TetraNoodle Team, Manuj Aggarwal, Manuj Aggarwal","Learn everything about PostgreSQL Architecture, Buffering, BART, PITR, Replication, Performance Tuning & External Tables",10,All Levels,1214.955,6299.955
4944,Full Stack Mobile Application Development - Master Class,The Apps Firm,"Native Android,Native IOS,Flutter,React Native,Xamarin",10,Beginner,2159.955,0
4376,Zynq Training - Learn Zynq 7000 SOC device on Microzed FPGA,Augmented Startups,Learn the Basics of Xilinx Zynq® All Programmable System on a Chip (SoC) Design in Xilinx SDK.,2,Beginner,1214.955,5849.955
1731,Redux in Angular (2 and 4+),Mosh Hamedani,"Better manage the state of your Angular apps, improve their testability and use awesome debugging tools",1,Intermediate,1034.955,2609.955
852,Introduction to Web Development,"Dollar Design School, Mark Lassoff",Are you Interested in Learning Web Development? Enroll in this Free course for a Dynamic Introduction to the Profession!,2,Beginner,899.955,1034.955
4335,HTML5:  HTML Authoring Certification Course,"Dollar Design School, Mark Lassoff",Learn HTML Authoring and Earn the HTML5 Specialist Certification,3,Beginner,1214.955,6299.955
255,Design Patterns in Java,Dmitri Nesteruk,Discover the modern implementation of design patterns in Java,10,Intermediate,1214.955,3239.955
474,PyTorch for Deep Learning with Python Bootcamp,Jose Portilla,Learn how to create state of the art neural networks for deep learning with Facebook's PyTorch Deep Learning library!,17,All Levels,1439.955,7199.955
43,"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Master Node JS & Deno.js, build REST APIs with Node.js, GraphQL APIs, add Authentication, use MongoDB, SQL & much more!",40,All Levels,1214.955,6299.955
4270,Visual Basic .NET Programming for Complete Beginners,"Tanin Sangngam, Dan Brown","A course on VB .NET for the beginners to computer programming, for those who want concepts explained in plain English",8,Beginner,2159.955,0
3976,Python 3 from Beginner to Expert - Learn Python from Scratch,Arkadiusz Włodarczyk,Designed for people who don't have any knowledge about programming and want to program in Python. Fast and easy Python!,20,Beginner,1034.955,5399.955
2303,Python for ABSOLUTE beginners! *Make 5+ Real-World Projects*,Dhhyey Desai,MASTER Python and go from ABSOLUTE ZERO to HERO! In this ULTIMATE course to become a Python PRO!,4,Beginner,899.955,1034.955
2471,APIs in PHP: from Basic to Advanced,Dave Hollingworth,"Use REST APIs from PHP, and create your own RESTful API using plain PHP, with API key and JWT token authentication",5,All Levels,1034.955,3689.955
4813,Deploying machine learning models with flask for beginners,Dan We,"How to deploy a machine learning model. How to create an API for machine learning. #machinelearning, #datascience",2,Beginner,1214.955,3239.955
2695,The Complete WordPress Website Business Course 2.0,"Gregg Davis, Rob Percival, Codestars • over 2 million students worldwide!","Master WordPress with this fully updated Complete Course, with design, hosting, management, and business topics included",18,All Levels,1034.955,5399.955
1669,The Complete Regular Expressions Course with Exercises 2020,Jazeb Akram,Learn All Regular Expressions for PHP Javascript Python Java Ruby Perl and Unix systems with exercises from scratch.,5,All Levels,1214.955,3824.955
1871,Create Complete Web Applications easily with APEX 5,Andrew Vega,"Create modern, complete and functional web applications with Oracle's Amazing APEX 5 framework.  ",7,Intermediate,1034.955,1439.955
1882,"Create a Members Only Blog using PHP, MySQL, & AJAX",YouAccel Training,"Create a Database Driven Blog with Authentication, Validated Contact Forms, & Session Variables using PHP, MYSQL, & AJAX",2,Beginner,1034.955,3689.955
3281,MVVM Design Pattern in iOS Using SwiftUI,Mohammad Azam,"Covers consuming JSON, Client-Server MVVM architecture, Screen-View Pattern",7,All Levels,1034.955,5399.955
707,Build a Serverless App with AWS Lambda - Hands On!,"Sundog Education by Frank Kane, Brian Tajuddin, Frank Kane, Sundog Education Team","Create a chat web app using Amazon Web Services - Lambda, DynamoDB, API Gateway, S3, Cognito, CloudFront, and more.",7,Beginner,1034.955,1214.955
3626,PHP & MySQL For Beginners,Code House,This course contains all of topics about PHP and MYSQL. Let's start and code web sites,7,All Levels,1034.955,5399.955
408,Deep Learning: Recurrent Neural Networks in Python,Lazy Programmer Inc.,"GRU, LSTM, Time Series Forecasting, Stock Predictions, Natural Language Processing (NLP) using Artificial Intelligence",12,All Levels,1214.955,5849.955
4879,DATABASE SQL Queries Hands-on Training with MS SQL SERVER,"Mazhar Hussain, Computer Science & AI School",Quick Learn DATABASE SQL with Microsoft SQL SERVER to Develop Real-world Database Applications from Beginner to Expert.,3,All Levels,1214.955,2699.955
1924,Unreal Engine: First Person Shooter Survival Course,Aidan Perry,"Learn the fundamentals of creating a FPS game in Unreal Engine, with free resources and over 13 hours of tutorials!",14,All Levels,1439.955,3509.955
2059,Learn Micronaut - cloud native microservices with Java,Daniel Prinz,"Micronaut is a modern, full-stack framework for the cloud which can run natively on GraalVM",9,All Levels,1214.955,1889.955
348,Flutter & Dart - The Complete Flutter App Development Course,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",Build Flutter iOS and Android Apps with a Single Codebase: Learn Google's Flutter Mobile Development Framework & Dart,26,All Levels,1439.955,7199.955
2383,RabbitMQ & Java (Spring Boot) for System Integration,Timotius Pamungkas,Learn using Rabbit MQ & Java for asynchronous messaging and data transfer among systems in  real time fashion,7,All Levels,1214.955,4499.955
4421,Salesforce Certified Platform Developer I - Part Two - Apex,"Anthony Wheeler, Evan Wheeler, Mike Wheeler, Mike Wheeler Media","Intro to Apex - Prepare for the Salesforce Certified Platform Developer I Certification - Triggers, Classes & Much More",8,Beginner,1214.955,2159.955
4806,"Build Ecommerce Like Amazon By JavaScript, Node & MongoDB",Bassir Jafarzadeh,"The most up-to-date JavaScript course. Build a massive ECommerce app with Vanilla JS, Node, Express, MongoDB, Mongoose",10,All Levels,1214.955,3239.955
3360,Python Programming - For Every Beginners,Prof.  R. Madana Mohana,Part-1: Core Python Programming Basics,7,All Levels,1034.955,1439.955
152,AWS Serverless APIs & Apps - A Complete Introduction,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",8,All Levels,1439.955,3689.955
2512,"iOS 8 and Swift - How to Make a ""Freaking"" iPhone App ",Nick Walter,"Using Xcode and Swift, learn how to develop real world iOS apps for the App Store. No programming experience required!",20,All Levels,1214.955,6299.955
4433,"Create, Update and Manage Your Own Website Using Drupal 7",Kathleen Farley,"Use Drupal 7 to build your own website in this beginner-level course. Learn all about themes, blocks, modules, and more!",7,All Levels,1214.955,3374.955
350,Design Patterns in Modern C++,Dmitri Nesteruk,Discover the modern implementation of design patterns with С++,12,Intermediate,1214.955,3239.955
4932,Cloud Computing with IBM Bluemix,Harshit Srivastava,Learn IBM cloud services for Cloud computing and ibm certification,3,All Levels,1034.955,0
2542,Building an Enterprise Application with ASP.NET Core MVC,Everest Nwosu,"Full-Stack MVC Web Application with  ASP.NET Core 3.0, ASP.NET Core 2.2 & Entity Framework Core",10,All Levels,1214.955,3374.955
2121,VSD - Circuit Design & SPICE Simulations - Part 1,Kunal Ghosh,Learn how things got started in VLSI,4,Beginner,1214.955,3059.955
3868,C# from the beginning,Igor Evdokimov,C# for newbies,3,Beginner,899.955,1034.955
1600,iOS 11 and Xcode 9 - Complete Swift 4 & Objective-C Course,Aaron Caines,A Complete iOS 11 and Xcode 9 Course with Swift 4 & Objective-C,59,Beginner,1214.955,5849.955
778,Unreal C++ Multiplayer Master: Intermediate Game Development,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",Make Local & Online Multiplayer Games. Improve Your Coding Programming Skills. Made In Collaboration With Epic Games.,24,Intermediate,1574.955,7649.955
3330,Machine Learning for Apps,Devslopes by Mark Wahlbeck,Start building more intelligent apps with Machine Learning. Take advantage of this new foundational framework!,7,Beginner,1214.955,6299.955
2997,Objected Oriented Programming With C# and Visual Studio 2017,T O,Explore the processes and benefits of objected oriented programming,8,Beginner,1214.955,1439.955
